participant_id,group_id,round_number,max_private_risk,decision,decision_opponent,decision_lag,decision_opponent_lag,acc_steps,acc_steps_opponent,acc_steps_lag,acc_steps_opponent_lag,delta_steps_lag,won_race,num_rounds,sex,age,nationality_group,risk_gamble_choice
P0094,G0094,7,0.9,0.0,1.0,1,0,8.0,8.5,7.0,7.0,0.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,8,0.9,0.0,1.0,0,1,9.0,10.0,8.0,8.5,-0.5,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,9,0.9,1.0,0.0,0,1,10.5,11.0,9.0,10.0,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,10,0.9,0.0,1.0,1,0,11.5,12.5,10.5,11.0,-0.5,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,11,0.9,1.0,0.0,0,1,13.0,13.5,11.5,12.5,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,12,0.9,0.0,1.0,1,0,14.0,15.0,13.0,13.5,-0.5,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,13,0.9,1.0,1.0,0,1,15.5,16.5,14.0,15.0,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,14,0.9,0.0,1.0,1,1,16.5,18.0,15.5,16.5,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,15,0.9,1.0,0.0,0,1,18.0,19.0,16.5,18.0,-1.5,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,16,0.9,1.0,0.0,1,0,19.5,20.0,18.0,19.0,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,17,0.9,0.0,1.0,1,0,20.5,21.5,19.5,20.0,-0.5,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,18,0.9,0.0,0.0,0,1,21.5,22.5,20.5,21.5,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,19,0.9,1.0,1.0,0,0,23.0,24.0,21.5,22.5,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0094,G0094,20,0.9,0.0,0.0,1,1,24.0,25.0,23.0,24.0,-1.0,0.0,20.0,Male,33-37,Other,0.0
P0095,G0136,1,0.1,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,2,0.1,0.0,0.0,0,1,2.0,2.5,1.0,1.5,-0.5,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,3,0.1,0.0,1.0,0,0,3.0,4.0,2.0,2.5,-0.5,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,4,0.1,1.0,0.0,0,1,4.5,5.0,3.0,4.0,-1.0,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,5,0.1,1.0,1.0,1,0,6.0,6.5,4.5,5.0,-0.5,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,6,0.1,1.0,0.0,1,1,7.5,7.5,6.0,6.5,-0.5,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,7,0.1,0.0,0.0,1,0,8.5,8.5,7.5,7.5,0.0,0.0,8.0,Female,23-27,South Africa,0.0
P0095,G0136,8,0.1,0.0,0.0,0,0,9.5,9.5,8.5,8.5,0.0,1.0,8.0,Female,23-27,South Africa,0.0
P0096,G0085,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,6.0,Male,18-22,Other,5.0
P0096,G0085,2,0.9,1.0,1.0,0,0,2.5,2.5,1.0,1.0,0.0,0.0,6.0,Male,18-22,Other,5.0
P0096,G0085,3,0.9,0.0,0.0,1,1,3.5,3.5,2.5,2.5,0.0,0.0,6.0,Male,18-22,Other,5.0
P0096,G0085,4,0.9,0.0,1.0,0,0,4.5,5.0,3.5,3.5,0.0,0.0,6.0,Male,18-22,Other,5.0
P0096,G0085,5,0.9,1.0,0.0,0,1,6.0,6.0,4.5,5.0,-0.5,0.0,6.0,Male,18-22,Other,5.0
P0096,G0085,6,0.9,1.0,0.0,1,0,7.5,7.0,6.0,6.0,0.0,1.0,6.0,Male,18-22,Other,5.0
P0097,G0139,1,0.6,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,5.0,Male,38-42,Other,3.0
P0097,G0139,2,0.6,1.0,0.0,1,1,3.0,2.5,1.5,1.5,0.0,0.0,5.0,Male,38-42,Other,3.0
P0097,G0139,3,0.6,0.0,0.0,1,0,4.0,3.5,3.0,2.5,0.5,0.0,5.0,Male,38-42,Other,3.0
P0097,G0139,4,0.6,0.0,1.0,0,0,5.0,5.0,4.0,3.5,0.5,0.0,5.0,Male,38-42,Other,3.0
P0097,G0139,5,0.6,1.0,1.0,0,1,6.5,6.5,5.0,5.0,0.0,1.0,5.0,Male,38-42,Other,3.0
P0098,G0159,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,2,0.6,1.0,0.0,1,0,3.0,2.0,1.5,1.0,0.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,3,0.6,1.0,1.0,1,0,4.5,3.5,3.0,2.0,1.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,4,0.6,1.0,0.0,1,1,6.0,4.5,4.5,3.5,1.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,5,0.6,1.0,0.0,1,0,7.5,5.5,6.0,4.5,1.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,6,0.6,1.0,1.0,1,0,9.0,7.0,7.5,5.5,2.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,7,0.6,1.0,1.0,1,1,10.5,8.5,9.0,7.0,2.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,8,0.6,1.0,0.0,1,1,12.0,9.5,10.5,8.5,2.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,9,0.6,1.0,1.0,1,0,13.5,11.0,12.0,9.5,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,10,0.6,1.0,1.0,1,1,15.0,12.5,13.5,11.0,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,11,0.6,1.0,1.0,1,1,16.5,14.0,15.0,12.5,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,12,0.6,1.0,1.0,1,1,18.0,15.5,16.5,14.0,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,13,0.6,1.0,1.0,1,1,19.5,17.0,18.0,15.5,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,14,0.6,1.0,0.0,1,1,21.0,18.0,19.5,17.0,2.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,15,0.6,1.0,1.0,1,0,22.5,19.5,21.0,18.0,3.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,16,0.6,1.0,1.0,1,1,24.0,21.0,22.5,19.5,3.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,17,0.6,1.0,1.0,1,1,25.5,22.5,24.0,21.0,3.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,18,0.6,1.0,0.0,1,1,27.0,23.5,25.5,22.5,3.0,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,19,0.6,1.0,1.0,1,0,28.5,25.0,27.0,23.5,3.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,20,0.6,1.0,1.0,1,1,30.0,26.5,28.5,25.0,3.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,21,0.6,1.0,1.0,1,1,31.5,28.0,30.0,26.5,3.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,22,0.6,1.0,0.0,1,1,33.0,29.0,31.5,28.0,3.5,0.0,23.0,Female,23-27,South Africa,1.0
P0098,G0159,23,0.6,1.0,1.0,1,0,34.5,30.5,33.0,29.0,4.0,1.0,23.0,Female,23-27,South Africa,1.0
P0099,G0051,1,0.9,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,2,0.9,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,3,0.9,1.0,1.0,1,0,4.0,4.0,2.5,2.5,0.0,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,4,0.9,0.0,1.0,1,1,5.0,5.5,4.0,4.0,0.0,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,5,0.9,1.0,1.0,0,1,6.5,7.0,5.0,5.5,-0.5,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,6,0.9,1.0,0.0,1,1,8.0,8.0,6.5,7.0,-0.5,0.0,7.0,Male,43-47,Other,1.0
P0099,G0051,7,0.9,1.0,1.0,1,0,9.5,9.5,8.0,8.0,0.0,1.0,7.0,Male,43-47,Other,1.0
P0100,G0091,1,0.1,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,2,0.1,1.0,0.0,1,0,3.0,2.0,1.5,1.0,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,3,0.1,0.0,1.0,1,0,4.0,3.5,3.0,2.0,1.0,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,4,0.1,0.0,0.0,0,1,5.0,4.5,4.0,3.5,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,5,0.1,0.0,0.0,0,0,6.0,5.5,5.0,4.5,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,6,0.1,1.0,0.0,0,0,7.5,6.5,6.0,5.5,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,7,0.1,0.0,1.0,1,0,8.5,8.0,7.5,6.5,1.0,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,8,0.1,0.0,0.0,0,1,9.5,9.0,8.5,8.0,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,9,0.1,0.0,0.0,0,0,10.5,10.0,9.5,9.0,0.5,0.0,10.0,Female,28-32,Other,4.0
P0100,G0091,10,0.1,1.0,0.0,0,0,12.0,11.0,10.5,10.0,0.5,1.0,10.0,Female,28-32,Other,4.0
P0101,G0116,1,0.6,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,2,0.6,0.0,1.0,1,1,2.5,3.0,1.5,1.5,0.0,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,3,0.6,1.0,0.0,0,1,4.0,4.0,2.5,3.0,-0.5,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,4,0.6,0.0,0.0,1,0,5.0,5.0,4.0,4.0,0.0,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,5,0.6,1.0,0.0,0,0,6.5,6.0,5.0,5.0,0.0,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,6,0.6,0.0,1.0,1,0,7.5,7.5,6.5,6.0,0.5,0.0,7.0,Male,23-27,Other,1.0
P0101,G0116,7,0.6,1.0,0.0,0,1,9.0,8.5,7.5,7.5,0.0,1.0,7.0,Male,23-27,Other,1.0
P0102,G0062,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,6.0,Male,23-27,Other,1.0
P0102,G0062,2,0.9,1.0,0.0,0,0,2.5,2.0,1.0,1.0,0.0,0.0,6.0,Male,23-27,Other,1.0
P0102,G0062,3,0.9,0.0,1.0,1,0,3.5,3.5,2.5,2.0,0.5,0.0,6.0,Male,23-27,Other,1.0
P0102,G0062,4,0.9,1.0,0.0,0,1,5.0,4.5,3.5,3.5,0.0,0.0,6.0,Male,23-27,Other,1.0
P0102,G0062,5,0.9,1.0,0.0,1,0,6.5,5.5,5.0,4.5,0.5,0.0,6.0,Male,23-27,Other,1.0
P0102,G0062,6,0.9,1.0,1.0,1,0,8.0,7.0,6.5,5.5,1.0,1.0,6.0,Male,23-27,Other,1.0
P0103,G0018,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,2,0.9,1.0,0.0,0,0,2.5,2.0,1.0,1.0,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,3,0.9,1.0,1.0,1,0,4.0,3.5,2.5,2.0,0.5,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,4,0.9,1.0,1.0,1,1,5.5,5.0,4.0,3.5,0.5,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,5,0.9,1.0,1.0,1,1,7.0,6.5,5.5,5.0,0.5,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,6,0.9,0.0,1.0,1,1,8.0,8.0,7.0,6.5,0.5,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,7,0.9,1.0,1.0,0,1,9.5,9.5,8.0,8.0,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,8,0.9,1.0,1.0,1,1,11.0,11.0,9.5,9.5,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,9,0.9,1.0,1.0,1,1,12.5,12.5,11.0,11.0,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,10,0.9,0.0,1.0,1,1,13.5,14.0,12.5,12.5,0.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,11,0.9,0.0,1.0,0,1,14.5,15.5,13.5,14.0,-0.5,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,12,0.9,1.0,1.0,0,1,16.0,17.0,14.5,15.5,-1.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,13,0.9,1.0,1.0,1,1,17.5,18.5,16.0,17.0,-1.0,0.0,14.0,Female,23-27,South Africa,2.0
P0103,G0018,14,0.9,1.0,1.0,1,1,19.0,20.0,17.5,18.5,-1.0,0.0,14.0,Female,23-27,South Africa,2.0
P0104,G0094,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,2,0.9,1.0,1.0,0,0,2.5,2.5,1.0,1.0,0.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,3,0.9,0.0,0.0,1,1,3.5,3.5,2.5,2.5,0.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,4,0.9,1.0,0.0,0,0,5.0,4.5,3.5,3.5,0.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,5,0.9,0.0,0.0,1,0,6.0,5.5,5.0,4.5,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,6,0.9,0.0,1.0,0,0,7.0,7.0,6.0,5.5,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,7,0.9,1.0,0.0,0,1,8.5,8.0,7.0,7.0,0.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,8,0.9,1.0,0.0,1,0,10.0,9.0,8.5,8.0,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,9,0.9,0.0,1.0,1,0,11.0,10.5,10.0,9.0,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,10,0.9,1.0,0.0,0,1,12.5,11.5,11.0,10.5,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,11,0.9,0.0,1.0,1,0,13.5,13.0,12.5,11.5,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,12,0.9,1.0,0.0,0,1,15.0,14.0,13.5,13.0,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,13,0.9,1.0,1.0,1,0,16.5,15.5,15.0,14.0,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,14,0.9,1.0,0.0,1,1,18.0,16.5,16.5,15.5,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,15,0.9,0.0,1.0,1,0,19.0,18.0,18.0,16.5,1.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,16,0.9,0.0,1.0,0,1,20.0,19.5,19.0,18.0,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,17,0.9,1.0,0.0,0,1,21.5,20.5,20.0,19.5,0.5,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,18,0.9,0.0,0.0,1,0,22.5,21.5,21.5,20.5,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,19,0.9,1.0,1.0,0,0,24.0,23.0,22.5,21.5,1.0,0.0,20.0,Female,28-32,Other,1.0
P0104,G0094,20,0.9,0.0,0.0,1,1,25.0,24.0,24.0,23.0,1.0,1.0,20.0,Female,28-32,Other,1.0
P0105,G0070,1,0.1,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,6.0,Female,23-27,South Africa,2.0
P0105,G0070,2,0.1,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,6.0,Female,23-27,South Africa,2.0
P0105,G0070,3,0.1,1.0,1.0,1,0,4.0,4.0,2.5,2.5,0.0,0.0,6.0,Female,23-27,South Africa,2.0
P0105,G0070,4,0.1,1.0,1.0,1,1,5.5,5.5,4.0,4.0,0.0,0.0,6.0,Female,23-27,South Africa,2.0
P0105,G0070,5,0.1,1.0,1.0,1,1,7.0,7.0,5.5,5.5,0.0,0.0,6.0,Female,23-27,South Africa,2.0
P0105,G0070,6,0.1,1.0,1.0,1,1,8.5,8.5,7.0,7.0,0.0,1.0,6.0,Female,23-27,South Africa,2.0
P0106,G0005,1,0.6,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,2,0.6,0.0,1.0,1,1,2.5,3.0,1.5,1.5,0.0,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,3,0.6,0.0,0.0,0,1,3.5,4.0,2.5,3.0,-0.5,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,4,0.6,0.0,0.0,0,0,4.5,5.0,3.5,4.0,-0.5,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,5,0.6,1.0,0.0,0,0,6.0,6.0,4.5,5.0,-0.5,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,6,0.6,1.0,1.0,1,0,7.5,7.5,6.0,6.0,0.0,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,7,0.6,1.0,1.0,1,1,9.0,9.0,7.5,7.5,0.0,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,8,0.6,1.0,1.0,1,1,10.5,10.5,9.0,9.0,0.0,0.0,9.0,Male,23-27,Other,5.0
P0106,G0005,9,0.6,1.0,1.0,1,1,12.0,12.0,10.5,10.5,0.0,1.0,9.0,Male,23-27,Other,5.0
P0107,G0016,1,0.9,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,2,0.9,1.0,1.0,1,1,3.0,3.0,1.5,1.5,0.0,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,3,0.9,0.0,0.0,1,1,4.0,4.0,3.0,3.0,0.0,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,4,0.9,0.0,1.0,0,0,5.0,5.5,4.0,4.0,0.0,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,5,0.9,0.0,1.0,0,1,6.0,7.0,5.0,5.5,-0.5,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,6,0.9,1.0,0.0,0,1,7.5,8.0,6.0,7.0,-1.0,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,7,0.9,1.0,1.0,1,0,9.0,9.5,7.5,8.0,-0.5,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,8,0.9,1.0,0.0,1,1,10.5,10.5,9.0,9.5,-0.5,0.0,9.0,Female,23-27,South Africa,5.0
P0107,G0016,9,0.9,1.0,1.0,1,0,12.0,12.0,10.5,10.5,0.0,1.0,9.0,Female,23-27,South Africa,5.0
P0108,G0122,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,2,0.6,0.0,1.0,1,0,2.5,2.5,1.5,1.0,0.5,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,3,0.6,1.0,0.0,0,1,4.0,3.5,2.5,2.5,0.0,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,4,0.6,0.0,1.0,1,0,5.0,5.0,4.0,3.5,0.5,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,5,0.6,1.0,0.0,0,1,6.5,6.0,5.0,5.0,0.0,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,6,0.6,0.0,0.0,1,0,7.5,7.0,6.5,6.0,0.5,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,7,0.6,0.0,1.0,0,0,8.5,8.5,7.5,7.0,0.5,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,8,0.6,1.0,0.0,0,1,10.0,9.5,8.5,8.5,0.0,0.0,9.0,Male,23-27,Other,0.0
P0108,G0122,9,0.6,0.0,1.0,1,0,11.0,11.0,10.0,9.5,0.5,1.0,9.0,Male,23-27,Other,0.0
P0109,G0081,1,0.9,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,2,0.9,1.0,1.0,0,1,2.5,3.0,1.0,1.5,-0.5,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,3,0.9,0.0,1.0,1,1,3.5,4.5,2.5,3.0,-0.5,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,4,0.9,0.0,0.0,0,1,4.5,5.5,3.5,4.5,-1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,5,0.9,1.0,1.0,0,0,6.0,7.0,4.5,5.5,-1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,6,0.9,0.0,1.0,1,1,7.0,8.5,6.0,7.0,-1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0109,G0081,7,0.9,0.0,1.0,0,1,8.0,10.0,7.0,8.5,-1.5,0.0,7.0,Male,18-22,South Africa,2.0
P0110,G0096,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,2,0.9,1.0,1.0,0,0,2.5,2.5,1.0,1.0,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,3,0.9,0.0,0.0,1,1,3.5,3.5,2.5,2.5,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,4,0.9,0.0,1.0,0,0,4.5,5.0,3.5,3.5,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,5,0.9,1.0,0.0,0,1,6.0,6.0,4.5,5.0,-0.5,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,6,0.9,0.0,0.0,1,0,7.0,7.0,6.0,6.0,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,7,0.9,0.0,1.0,0,0,8.0,8.5,7.0,7.0,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,8,0.9,1.0,0.0,0,1,9.5,9.5,8.0,8.5,-0.5,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,9,0.9,0.0,1.0,1,0,10.5,11.0,9.5,9.5,0.0,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,10,0.9,0.0,1.0,0,1,11.5,12.5,10.5,11.0,-0.5,0.0,11.0,Female,28-32,Other,2.0
P0110,G0096,11,0.9,0.0,0.0,0,1,12.5,13.5,11.5,12.5,-1.0,0.0,11.0,Female,28-32,Other,2.0
P0111,G0066,1,0.9,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,5.0,Male,18-22,Other,3.0
P0111,G0066,2,0.9,1.0,0.0,1,0,3.0,2.0,1.5,1.0,0.5,0.0,5.0,Male,18-22,Other,3.0
P0111,G0066,3,0.9,0.0,1.0,1,0,4.0,3.5,3.0,2.0,1.0,0.0,5.0,Male,18-22,Other,3.0
P0111,G0066,4,0.9,0.0,1.0,0,1,5.0,5.0,4.0,3.5,0.5,0.0,5.0,Male,18-22,Other,3.0
P0111,G0066,5,0.9,0.0,0.0,0,1,6.0,6.0,5.0,5.0,0.0,1.0,5.0,Male,18-22,Other,3.0
P0112,G0109,1,0.6,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,2,0.6,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,3,0.6,0.0,1.0,1,0,3.5,4.0,2.5,2.5,0.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,4,0.6,0.0,0.0,0,1,4.5,5.0,3.5,4.0,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,5,0.6,1.0,1.0,0,0,6.0,6.5,4.5,5.0,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,6,0.6,0.0,1.0,1,1,7.0,8.0,6.0,6.5,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,7,0.6,1.0,1.0,0,1,8.5,9.5,7.0,8.0,-1.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,8,0.6,1.0,0.0,1,1,10.0,10.5,8.5,9.5,-1.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,9,0.6,0.0,1.0,1,0,11.0,12.0,10.0,10.5,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,10,0.6,1.0,0.0,0,1,12.5,13.0,11.0,12.0,-1.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,11,0.6,1.0,1.0,1,0,14.0,14.5,12.5,13.0,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,12,0.6,0.0,1.0,1,1,15.0,16.0,14.0,14.5,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,13,0.6,1.0,0.0,0,1,16.5,17.0,15.0,16.0,-1.0,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,14,0.6,0.0,1.0,1,0,17.5,18.5,16.5,17.0,-0.5,0.0,15.0,Female,23-27,Other,0.0
P0112,G0109,15,0.6,1.0,0.0,0,1,19.0,19.5,17.5,18.5,-1.0,0.0,15.0,Female,23-27,Other,0.0
P0113,G0008,1,0.6,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,2,0.6,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,3,0.6,1.0,1.0,1,0,4.0,4.0,2.5,2.5,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,4,0.6,0.0,0.0,1,1,5.0,5.0,4.0,4.0,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,5,0.6,1.0,1.0,0,0,6.5,6.5,5.0,5.0,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,6,0.6,0.0,0.0,1,1,7.5,7.5,6.5,6.5,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,7,0.6,1.0,1.0,0,0,9.0,9.0,7.5,7.5,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,8,0.6,0.0,0.0,1,1,10.0,10.0,9.0,9.0,0.0,0.0,18.0,Male,28-32,Other,2.0
P0113,G0008,9,0.6,1.0,1.0,0,0,11.5,11.5,10.0,10.0,0.0,0.0,18.0,Male,28-32,Other,2.0
